Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 19,OWS,DWS,WS,WS/48,Unnamed: 24,OBPM,DBPM,BPM,VORP,Conference
165,Hersey Hawkins\hawkihe01,SG,27,CHH,82,2648,15.6,0.579,0.27399999999999997,0.42100000000000004,3.8,11.7,7.9,11.6,2.5,0.5,13.4,18.9,,4.4,2.1,6.5,0.11800000000000001,,1.9,0.2,2.1,2.7,East
166,Skeeter Henry\henrysk01,SG,26,PHO,4,15,5.6,0.29600000000000004,0.4,0.8,0.0,14.8,7.5,33.2,0.0,0.0,12.9,21.7,,0.0,0.0,0.0,-0.087,,-5.8,-4.4,-10.2,0.0,West
167,Steve Henson\hensost01,PG,25,CHH,3,17,9.7,0.75,0.5,0.0,0.0,6.3,3.3,37.0,0.0,0.0,33.3,7.5,,0.0,0.0,0.0,0.106,,-2.1,-6.9,-9.1,0.0,East
168,Carl Herrera\herreca01,PF,27,HOU,75,1292,9.1,0.5,0.0,0.313,9.2,15.0,12.3,4.1,1.3,1.3,16.4,14.4,,0.1,1.9,2.0,0.075,,-4.1,0.7,-3.3,-0.4,West
169,Rod Higgins\higgiro01,SF,34,CLE,36,547,13.7,0.537,0.307,0.258,5.3,12.1,8.7,10.0,2.4,1.7,10.4,16.6,,0.7,0.7,1.4,0.125,,0.1,0.5,0.6,0.4,East
170,Tyrone Hill\hillty01,PF,25,CLE,57,1447,18.4,0.59,0.005,0.643,14.7,25.3,20.0,5.0,1.9,1.6,13.3,18.2,,3.3,2.4,5.7,0.191,,0.6,0.4,1.0,1.1,East
171,Donald Hodge\hodgedo01,C,24,DAL,50,428,13.1,0.5489999999999999,0.0,0.515,11.2,13.9,12.5,11.2,1.8,2.1,19.5,15.2,,0.5,0.3,0.8,0.087,,-1.8,0.2,-1.6,0.0,West
172,Tito Horford\horfoti01,C,28,WSB,3,28,1.8,0.0,0.0,0.0,4.1,8.5,6.3,0.0,1.8,6.7,33.3,4.6,,-0.1,0.0,0.0,-0.073,,-9.1,3.1,-6.1,0.0,East
173,Jeff Hornacek\hornaje01,SG,30,TOT,80,2820,16.7,0.562,0.207,0.295,2.4,8.6,5.5,23.9,2.3,0.3,13.1,20.2,,5.1,1.8,6.9,0.11699999999999999,,2.3,-0.8,1.5,2.5,NaN
173,Jeff Hornacek\hornaje01,SG,30,PHI,53,1994,16.3,0.547,0.23199999999999998,0.285,2.3,9.4,5.8,25.5,2.4,0.3,14.6,20.5,,2.7,1.0,3.7,0.09,,1.9,-1.0,0.9,1.5,East
173,Jeff Hornacek\hornaje01,SG,30,UTA,27,826,17.6,0.598,0.145,0.318,2.7,6.6,4.7,20.0,2.0,0.3,9.1,19.4,,2.4,0.8,3.1,0.182,,3.3,-0.6,2.8,1.0,West
174,Robert Horry\horryro01,SF,23,HOU,81,2370,14.2,0.521,0.19399999999999998,0.22399999999999998,6.4,13.9,10.3,14.5,2.5,2.0,15.1,17.0,,1.6,4.3,5.9,0.12,,-0.6,3.1,2.5,2.7,West
175,Allan Houston\houstal01,SG,22,DET,79,1519,9.0,0.465,0.174,0.161,1.4,7.5,4.4,10.5,1.1,0.6,12.1,23.6,,-1.3,0.1,-1.2,-0.038,,-3.7,-3.1,-6.8,-1.9,East
176,Byron Houston\houstby01,PF,24,GSW,71,866,7.5,0.488,0.04,0.305,8.5,15.6,12.1,4.7,1.8,2.2,19.6,11.9,,-0.1,1.0,0.9,0.05,,-3.8,0.8,-3.0,-0.2,West
177,Stephen Howard\howarst01,SF,23,UTA,9,53,19.4,0.645,0.0,0.941,22.1,12.9,17.4,3.0,1.0,4.0,20.0,25.1,,0.1,0.1,0.2,0.188,,1.1,-1.7,-0.6,0.0,West
178,Jay Humphries\humphja01,SG,31,UTA,75,1619,10.9,0.493,0.179,0.142,2.5,6.5,4.5,20.4,2.1,0.5,14.3,18.1,,0.5,1.6,2.0,0.061,,-1.0,-0.4,-1.4,0.2,West
179,Lindsey Hunter\hunteli01,PG,23,DET,82,2172,12.0,0.441,0.23199999999999998,0.159,2.4,7.3,4.8,27.7,2.8,0.3,16.1,23.0,,-1.8,1.0,-0.8,-0.017,,-1.5,-1.3,-2.9,-0.5,East
180,Bobby Hurley\hurlebo01,PG,22,SAC,19,499,8.4,0.42100000000000004,0.11,0.205,1.3,6.3,3.7,33.1,1.3,0.1,23.2,17.5,,-0.6,0.1,-0.5,-0.044000000000000004,,-4.6,-3.4,-8.0,-0.8,West
181,Jaren Jackson\jacksja01,SG,26,POR,29,187,9.5,0.429,0.069,0.161,3.4,6.7,4.9,21.5,1.0,0.7,13.1,23.4,,-0.1,0.1,0.0,0.0,,-3.8,-3.2,-6.9,-0.2,West
182,Jim Jackson\jacksji01,SG,23,DAL,82,3066,14.4,0.49700000000000005,0.042,0.242,5.8,8.7,7.1,21.5,1.4,0.6,17.4,26.5,,-0.3,0.8,0.6,0.009000000000000001,,-0.3,-1.6,-1.9,0.0,West
183,Mark Jackson\jacksma01,PG,28,LAC,79,2711,14.8,0.524,0.17300000000000001,0.28800000000000003,4.2,9.4,6.8,34.6,2.1,0.1,22.0,16.1,,2.7,1.4,4.1,0.07200000000000001,,0.3,-1.0,-0.7,0.9,West
184,Stanley Jackson\jacksst01,SG,23,MIN,17,92,17.8,0.5539999999999999,0.152,0.091,15.7,18.7,17.2,30.4,2.8,0.0,22.6,21.1,,0.1,0.1,0.2,0.102,,2.6,0.5,3.1,0.1,West
185,Dave Jamerson\jamerda01,SG,26,TOT,5,14,-8.5,0.12,0.0,0.429,0.0,31.1,15.4,8.9,0.0,0.0,10.7,28.4,,-0.1,0.0,-0.1,-0.40299999999999997,,-20.4,-4.5,-24.9,-0.1,NaN
185,Dave Jamerson\jamerda01,SG,26,UTA,1,4,-2.2,0.205,0.0,0.5,0.0,28.5,14.4,0.0,0.0,0.0,0.0,27.0,,0.0,0.0,0.0,-0.218,,-18.4,-8.5,-26.9,0.0,West
185,Dave Jamerson\jamerda01,SG,26,NJN,4,10,-11.1,0.085,0.0,0.4,0.0,32.2,15.8,12.5,0.0,0.0,14.5,29.0,,-0.1,0.0,-0.1,-0.478,,-21.2,-2.9,-24.1,-0.1,East
186,Henry James\jameshe01,PF,28,LAC,12,75,12.5,0.46399999999999997,0.429,0.11900000000000001,8.6,11.2,9.9,2.1,1.3,0.0,4.3,25.5,,0.0,0.0,0.1,0.040999999999999995,,-1.1,-6.5,-7.6,-0.1,West
187,Keith Jennings\jennike01,PG,25,GSW,76,1097,15.5,0.547,0.442,0.35100000000000003,1.6,7.1,4.4,26.1,2.9,0.0,15.8,17.6,,2.0,0.9,2.9,0.126,,1.0,-2.3,-1.3,0.2,West
188,Chris Jent\jentch01,SF,24,HOU,3,78,11.0,0.5770000000000001,0.423,0.077,6.0,14.8,10.7,14.0,0.0,0.0,15.7,18.1,,0.1,0.1,0.2,0.1,,-0.4,-1.7,-2.1,0.0,West
189,Avery Johnson\johnsav01,PG,28,GSW,82,2332,13.9,0.5329999999999999,0.017,0.349,1.9,6.2,4.1,25.3,2.3,0.2,17.1,17.8,,2.6,1.5,4.1,0.085,,-0.7,-1.6,-2.3,-0.2,West
190,Dave Johnson\johnsda01,SG,23,CHI,17,119,5.8,0.37200000000000005,0.019,0.389,8.8,6.9,7.9,5.0,1.8,0.0,12.5,26.9,,-0.3,0.1,-0.2,-0.077,,-7.8,-3.6,-11.3,-0.3,East
191,Eddie Johnson\johnsed03,SF,34,CHH,73,1460,15.9,0.527,0.203,0.172,6.2,10.6,8.5,13.8,1.2,0.3,9.6,25.6,,1.8,0.6,2.4,0.079,,1.4,-2.9,-1.5,0.2,East
192,Ervin Johnson\johnser02,C,26,SEA,45,280,16.1,0.46299999999999997,0.0,0.434,20.3,29.7,25.0,3.6,1.8,5.6,16.0,23.0,,0.0,0.7,0.7,0.114,,-4.6,0.2,-4.4,-0.2,West
193,Frank Johnson\johnsfr01,PG,35,PHO,70,875,11.6,0.49200000000000005,0.04,0.231,3.8,6.7,5.3,23.6,2.3,0.1,16.5,18.9,,0.6,0.6,1.2,0.067,,-1.7,-1.9,-3.6,-0.4,West
194,Kevin Johnson\johnske02,PG,27,PHO,67,2449,20.6,0.5660000000000001,0.027999999999999997,0.473,2.6,5.1,3.8,38.5,2.5,0.3,16.6,24.3,,7.0,1.7,8.7,0.17,,3.2,-2.3,0.9,1.8,West
195,Larry Johnson\johnsla02,PF,24,CHH,51,1757,16.8,0.55,0.031,0.293,9.3,18.6,14.1,16.0,0.8,0.5,13.3,21.2,,2.8,1.1,3.9,0.106,,1.6,-0.2,1.4,1.5,East
196,Charles Jones\jonesch01,C,36,DET,42,877,8.7,0.489,0.013000000000000001,0.436,11.1,18.7,14.8,4.3,0.8,3.2,11.4,5.2,,0.9,0.6,1.5,0.083,,-2.7,2.3,-0.4,0.4,East
197,Popeye Jones\jonespo01,PF,23,DAL,81,1773,14.1,0.515,0.002,0.263,17.6,20.9,19.2,8.4,1.7,1.2,17.2,13.1,,2.1,1.6,3.6,0.098,,-0.4,0.7,0.3,1.0,West
198,Adonis Jordan\jordaad01,PG,23,DEN,6,79,5.6,0.326,0.435,0.0,4.4,4.1,4.2,33.3,0.0,0.8,20.7,15.6,,-0.1,0.0,-0.1,-0.037000000000000005,,-4.5,-4.2,-8.7,-0.1,West
199,Reggie Jordan\jordare01,SG,26,LAL,23,259,20.1,0.498,0.039,0.495,18.5,9.2,14.0,15.1,2.7,1.2,10.0,22.7,,0.6,0.2,0.8,0.142,,3.0,-0.6,2.3,0.3,West
200,Adam Keefe\keefead01,PF,23,ATL,63,763,12.0,0.521,0.0,0.521,11.1,17.9,14.5,6.4,1.3,0.8,18.6,18.1,,0.3,1.1,1.4,0.091,,-3.4,-0.4,-3.8,-0.3,East
201,Shawn Kemp\kempsh01,PF,24,SEA,79,2597,22.9,0.593,0.004,0.496,14.2,24.7,19.4,12.4,2.8,4.6,17.7,24.2,,5.6,6.0,11.7,0.21600000000000003,,2.4,4.2,6.5,5.6,West
202,Tim Kempton\kemptti01,PF,30,TOT,13,136,5.7,0.433,0.0,0.42100000000000004,8.4,11.5,10.0,9.4,2.2,0.9,19.6,17.9,,-0.2,0.1,-0.1,-0.021,,-4.7,-0.1,-4.8,-0.1,NaN
202,Tim Kempton\kemptti01,PF,30,CHH,9,103,4.9,0.41100000000000003,0.0,0.385,6.6,8.3,7.5,7.6,1.9,0.6,11.6,14.2,,0.0,0.1,0.0,0.008,,-4.0,-0.7,-4.8,-0.1,East
202,Tim Kempton\kemptti01,PF,30,CLE,4,33,8.1,0.478,0.0,0.5,14.1,21.2,17.6,15.0,3.2,2.0,32.3,29.4,,-0.1,0.1,-0.1,-0.113,,-6.9,1.8,-5.1,0.0,East
203,Steve Kerr\kerrst01,PG,28,CHI,82,2036,13.7,0.5720000000000001,0.215,0.168,1.5,6.0,3.8,15.2,1.9,0.1,8.4,14.7,,4.0,2.1,6.1,0.145,,0.5,-0.9,-0.3,0.8,East
204,Jerome Kersey\kerseje01,SF,31,POR,78,1276,14.5,0.48100000000000004,0.017,0.28800000000000003,10.6,17.9,14.1,8.5,2.7,2.4,10.7,18.9,,1.1,2.0,3.2,0.11900000000000001,,-1.3,1.7,0.4,0.8,West
205,Alec Kessler\kesslal01,PF,27,MIA,15,66,11.8,0.579,0.36,0.32,6.9,10.3,8.6,4.7,0.8,1.0,14.9,21.9,,0.1,0.0,0.1,0.102,,-0.4,-3.9,-4.3,0.0,East
206,Warren Kidd\kiddwa01,PF,23,PHI,68,884,11.3,0.597,0.0,0.509,9.4,19.6,14.5,3.2,1.1,1.6,17.5,12.3,,0.8,0.6,1.4,0.078,,-3.1,-0.9,-4.0,-0.4,East
207,Chris King\kingch01,SF,24,SEA,15,86,13.1,0.46299999999999997,0.146,0.542,6.9,13.8,10.3,20.5,2.3,0.0,16.8,35.6,,-0.1,0.1,0.0,0.002,,-2.9,-2.5,-5.4,-0.1,West
208,Rich King\kingri01,C,24,SEA,27,78,12.9,0.469,0.028999999999999998,0.647,13.6,16.8,15.2,15.7,0.6,1.8,13.8,27.8,,0.0,0.1,0.1,0.07,,-2.2,-1.9,-4.0,0.0,West
209,Stacey King\kingst01,C,27,TOT,49,1053,11.6,0.48,0.006,0.39899999999999997,10.1,16.6,13.4,8.3,1.5,2.6,17.2,20.2,,-0.4,1.3,0.9,0.040999999999999995,,-3.5,0.6,-2.9,-0.2,NaN
209,Stacey King\kingst01,C,27,CHI,31,537,10.4,0.44299999999999995,0.012,0.31,10.9,17.9,14.4,10.5,1.8,1.5,18.1,19.6,,-0.4,0.9,0.4,0.04,,-4.1,1.0,-3.1,-0.1,East
209,Stacey King\kingst01,C,27,MIN,18,516,12.9,0.516,0.0,0.488,9.3,15.3,12.4,6.1,1.3,3.7,16.2,20.9,,0.0,0.4,0.4,0.042,,-2.8,0.2,-2.6,-0.1,West
210,Greg Kite\kitegr01,C,32,ORL,29,309,2.2,0.38,0.0,0.629,8.1,17.3,12.7,1.6,0.3,2.4,27.6,8.5,,-0.4,0.3,-0.1,-0.018000000000000002,,-6.6,-0.1,-6.6,-0.4,East
211,Joe Kleine\kleinjo01,C,32,PHO,74,848,11.2,0.522,0.043,0.152,6.7,18.8,12.8,7.3,0.8,1.4,11.4,15.2,,0.8,0.8,1.6,0.08900000000000001,,-2.5,-0.9,-3.4,-0.3,West
212,Negele Knight\knighne01,PG,26,TOT,65,1438,13.8,0.539,0.044000000000000004,0.366,2.3,5.6,4.0,21.2,1.3,0.5,14.6,20.1,,2.2,1.0,3.2,0.10800000000000001,,-0.4,-2.1,-2.4,-0.2,NaN
212,Negele Knight\knighne01,PG,26,PHO,1,8,-0.7,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.9,0.0,21.0,,0.0,0.0,0.0,-0.15,,-12.2,-2.0,-14.3,0.0,West
212,Negele Knight\knighne01,PG,26,SAS,64,1430,13.9,0.541,0.045,0.369,2.3,5.6,4.1,21.3,1.3,0.5,14.7,20.1,,2.2,1.0,3.3,0.109,,-0.3,-2.1,-2.4,-0.1,West
213,Jon Koncak\koncajo01,C,30,ATL,82,1823,9.9,0.444,0.008,0.098,5.0,17.1,11.0,7.6,1.8,4.5,10.3,10.1,,0.4,3.4,3.8,0.10099999999999999,,-3.8,4.3,0.5,1.2,East
214,Larry Krystkowiak\krystla01,PF,29,ORL,34,682,8.9,0.524,0.006999999999999999,0.264,6.3,13.8,10.1,6.9,1.0,0.4,14.9,12.2,,0.5,0.5,1.0,0.068,,-2.3,-0.4,-2.7,-0.1,East
215,Toni Kukoc\kukocto01,SF,25,CHI,75,1808,15.4,0.49700000000000005,0.163,0.289,6.3,12.9,9.6,21.5,2.3,1.3,16.9,24.1,,0.5,2.7,3.2,0.086,,-0.5,0.8,0.4,1.1,East
216,Christian Laettner\laettch01,PF,24,MIN,70,2428,16.8,0.536,0.027999999999999997,0.542,7.9,20.9,14.5,21.3,1.8,2.3,19.1,24.4,,1.4,2.6,4.1,0.081,,0.3,1.9,2.2,2.6,West
217,Bill Laimbeer\laimbbi01,C,36,DET,11,248,15.6,0.564,0.1,0.14400000000000002,4.0,21.3,12.5,9.2,1.2,1.0,9.5,18.7,,0.4,0.2,0.5,0.106,,-1.1,-0.9,-1.9,0.0,East
218,Andrew Lang\langan01,C,27,ATL,82,1608,11.0,0.499,0.009000000000000001,0.231,8.6,12.8,10.7,4.6,1.2,3.5,13.8,15.6,,0.5,2.4,2.9,0.087,,-3.2,1.3,-1.9,0.0,East
219,Eric Leckner\leckner01,C,27,PHI,71,1163,10.4,0.527,0.006999999999999999,0.455,7.1,19.6,13.3,11.1,0.8,1.8,20.0,16.0,,0.1,0.8,0.9,0.036000000000000004,,-3.7,-0.1,-3.8,-0.5,East
220,Tim Legler\legleti01,PG,27,DAL,79,1322,16.1,0.545,0.263,0.32,2.8,8.4,5.4,15.1,2.0,0.7,9.1,21.2,,2.8,0.6,3.4,0.124,,1.3,-2.6,-1.3,0.2,West
221,Jim Les\lesji01,PG,30,SAC,18,169,12.9,0.5660000000000001,0.529,0.382,3.2,5.3,4.2,31.7,2.0,0.4,21.7,12.7,,0.3,0.1,0.3,0.098,,-0.5,-3.4,-3.9,-0.1,West
222,Fat Lever\leverfa01,PG,33,DAL,81,1947,13.2,0.462,0.133,0.17600000000000002,4.5,12.5,8.2,16.6,4.1,0.5,12.8,15.0,,0.7,2.1,2.9,0.07,,-1.2,1.6,0.4,1.2,West
223,Marcus Liberty\liberma01,SF,25,TOT,38,285,8.0,0.389,0.228,0.317,10.0,13.7,11.9,9.4,2.0,0.9,14.6,25.2,,-0.7,0.2,-0.5,-0.08800000000000001,,-4.9,-2.0,-6.9,-0.4,NaN
223,Marcus Liberty\liberma01,SF,25,DEN,3,11,18.7,0.5710000000000001,0.14300000000000002,0.28600000000000003,0.0,48.9,25.3,41.8,0.0,0.0,20.2,38.3,,0.0,0.0,0.0,0.106,,1.8,1.8,3.7,0.0,West
223,Marcus Liberty\liberma01,SF,25,DET,35,274,7.6,0.37799999999999995,0.233,0.319,10.4,12.3,11.3,8.2,2.0,1.0,14.3,24.7,,-0.7,0.1,-0.5,-0.096,,-5.1,-2.2,-7.3,-0.4,East
224,Todd Lichti\lichtto01,SG,27,TOT,13,126,14.5,0.46799999999999997,0.039,0.49,7.1,12.2,9.7,12.5,2.8,0.5,7.5,22.4,,0.1,0.1,0.2,0.094,,-1.6,-1.5,-3.0,0.0,NaN
224,Todd Lichti\lichtto01,SG,27,ORL,4,20,13.8,0.444,0.0,0.0,17.0,5.6,11.2,15.5,5.0,0.0,18.2,23.5,,0.0,0.0,0.0,0.036000000000000004,,-0.7,0.7,0.1,0.0,East
224,Todd Lichti\lichtto01,SG,27,GSW,5,58,13.0,0.47200000000000003,0.071,0.39299999999999996,5.7,12.8,9.3,7.2,0.0,0.0,0.0,23.4,,0.1,0.0,0.2,0.124,,-1.9,-5.5,-7.3,-0.1,West
224,Todd Lichti\lichtto01,SG,27,BOS,4,48,16.7,0.47100000000000003,0.0,1.0,4.7,14.2,9.4,17.6,5.2,1.3,13.0,20.9,,0.0,0.1,0.1,0.08199999999999999,,-1.6,2.4,0.8,0.0,East
225,Brad Lohaus\lohaubr01,PF,29,MIL,67,962,8.3,0.46,0.47700000000000004,0.10300000000000001,3.7,14.8,9.0,9.7,1.6,3.9,16.5,15.8,,-0.7,0.8,0.1,0.004,,-3.8,0.4,-3.4,-0.3,East
226,Grant Long\longgr01,PF,27,MIA,69,2201,13.9,0.507,0.009000000000000001,0.354,9.8,15.8,12.8,11.5,2.1,0.8,13.9,17.7,,2.6,2.5,5.1,0.111,,0.1,1.2,1.3,1.8,East
227,Luc Longley\longllu01,C,25,TOT,76,1502,13.5,0.508,0.002,0.26899999999999996,10.2,23.4,16.9,11.3,1.5,3.4,18.6,18.7,,0.0,2.2,2.2,0.071,,-2.9,1.8,-1.1,0.3,NaN
227,Luc Longley\longllu01,C,25,MIN,49,989,12.6,0.5,0.003,0.27699999999999997,10.6,24.1,17.5,7.5,1.8,3.8,19.6,17.8,,-0.4,1.3,0.9,0.043,,-3.7,1.8,-1.9,0.0,West
227,Luc Longley\longllu01,C,25,CHI,27,513,15.2,0.521,0.0,0.256,9.6,21.9,15.7,18.8,1.0,2.8,17.0,20.3,,0.5,0.9,1.3,0.125,,-1.3,1.8,0.5,0.3,East
228,George Lynch\lynchge01,SF,23,LAL,71,1762,16.1,0.527,0.009000000000000001,0.29,13.0,12.2,12.6,8.2,2.9,1.0,11.9,17.5,,2.4,1.5,3.9,0.107,,0.9,0.5,1.5,1.5,West
229,Malcolm Mackey\mackema01,C,23,PHO,22,69,12.6,0.395,0.054000000000000006,0.21600000000000003,19.8,19.4,19.6,2.2,0.0,2.7,4.7,25.8,,0.0,0.1,0.1,0.036000000000000004,,-4.7,-5.9,-10.7,-0.2,West
230,Don MacLean\macledo01,SF,24,WSB,75,2487,17.8,0.5660000000000001,0.02,0.386,6.5,15.7,11.0,10.7,0.9,0.6,11.2,23.4,,5.3,0.3,5.6,0.10800000000000001,,1.2,-2.2,-1.0,0.6,East
231,Mark Macon\maconma01,SG,24,TOT,42,496,8.0,0.41,0.054000000000000006,0.185,4.0,5.2,4.6,15.5,4.0,0.1,16.7,21.0,,-0.9,0.4,-0.4,-0.042,,-4.6,-0.3,-4.9,-0.4,NaN
231,Mark Macon\maconma01,SG,24,DEN,7,126,2.1,0.364,0.067,0.222,2.7,3.4,3.1,12.7,2.4,0.5,22.1,21.4,,-0.4,0.1,-0.3,-0.11199999999999999,,-7.9,-1.1,-9.0,-0.2,West
231,Mark Macon\maconma01,SG,24,DET,35,370,10.0,0.425,0.05,0.17300000000000001,4.4,5.8,5.1,16.5,4.5,0.0,14.8,20.8,,-0.5,0.3,-0.1,-0.019,,-3.5,0.0,-3.5,-0.1,East
232,Gerald Madkins\madkige01,SG,24,CLE,22,149,7.4,0.494,0.484,0.32299999999999995,0.8,7.8,4.3,17.8,3.2,0.0,26.9,14.6,,-0.1,0.2,0.1,0.019,,-3.7,-0.6,-4.3,-0.1,East
233,Rick Mahorn\mahorri01,PF,35,NJN,28,226,9.2,0.529,0.021,0.426,7.3,18.0,12.6,3.2,0.7,1.4,11.1,11.7,,0.2,0.2,0.5,0.096,,-3.5,-0.7,-4.2,-0.1,East
234,Dan Majerle\majerda01,SG,28,PHO,80,3207,13.7,0.531,0.442,0.209,4.3,8.0,6.1,11.9,2.0,0.8,9.9,18.0,,5.0,2.3,7.3,0.109,,2.6,-0.2,2.3,3.5,West
235,Jeff Malone\malonje01,SG,32,TOT,77,2560,13.5,0.53,0.011000000000000001,0.228,2.3,6.5,4.4,8.3,0.8,0.1,6.7,21.9,,3.2,0.9,4.2,0.079,,-0.6,-2.4,-3.0,-0.6,NaN
235,Jeff Malone\malonje01,SG,32,UTA,50,1657,12.9,0.532,0.009000000000000001,0.221,2.0,6.0,4.0,6.6,0.8,0.2,7.0,21.8,,1.9,1.0,2.9,0.083,,-0.8,-1.9,-2.7,-0.3,West
235,Jeff Malone\malonje01,SG,32,PHI,27,903,14.7,0.527,0.015,0.242,2.8,7.4,5.1,11.3,0.8,0.0,6.1,22.1,,1.3,0.0,1.3,0.07,,-0.2,-3.3,-3.5,-0.3,East
236,Karl Malone*\malonka01,PF,30,UTA,82,3329,22.9,0.55,0.021,0.474,8.3,24.1,16.3,17.1,1.9,2.6,11.1,28.0,,7.4,6.1,13.4,0.193,,3.2,3.0,6.3,6.9,West
237,Moses Malone*\malonmo01,C,38,PHI,55,618,17.7,0.519,0.004,0.504,18.8,21.4,20.1,8.9,0.9,1.7,17.2,24.1,,0.6,0.5,1.0,0.078,,-1.5,-2.0,-3.5,-0.2,East
238,Danny Manning\mannida01,PF,27,TOT,68,2520,16.4,0.519,0.013999999999999999,0.284,5.6,14.2,9.9,17.2,1.9,2.0,14.7,26.3,,0.7,2.8,3.5,0.066,,-0.3,0.8,0.6,1.7,NaN
238,Danny Manning\mannida01,PF,27,LAC,42,1595,17.9,0.527,0.017,0.311,5.5,14.1,9.9,18.7,1.6,2.2,13.5,28.2,,1.0,1.2,2.2,0.067,,0.7,0.1,0.8,1.1,West
